path1	path2	strict1	strict2	cum1	cum2	Perm1	Perm2	Gini	Perm	Count

1.0	0.467857142857	0.527142857143	0.542142857143	0.526428571429	0.544285714286	0.467857142857	0.428571428571	0.485714285714	0.419285714286	0.478571428571
0.0	1.0	0.446428571429	0.457142857143	0.444285714286	0.460714285714	0.421428571429	0.387857142857	0.419285714286	0.416428571429	0.418571428571
0.0	0.0	1.0	0.742142857143	0.996428571429	0.737857142857	0.53	0.418571428571	0.671428571429	0.472142857143	0.537857142857
0.0	0.0	0.0	1.0	0.742142857143	0.997857142857	0.42	0.356428571429	0.615	0.450714285714	0.415714285714
0.0	0.0	0.0	0.0	1.0	0.737857142857	0.534285714286	0.409285714286	0.671428571429	0.472857142857	0.535714285714
0.0	0.0	0.0	0.0	0.0	1.0	0.42	0.36	0.618571428571	0.455	0.419285714286
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.500714285714	0.630714285714	0.650714285714	0.576428571429
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.515714285714	0.600714285714	0.508571428571
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.551428571429	0.637142857143
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.600714285714
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0

0.0	0.341608589721	0.241652474366	0.237621075476	0.240302742729	0.241546885633	0.293835473887	0.280305955291	0.255550626	0.323943337197	0.287671865223
0.0	0.0	0.256074168146	0.227564747458	0.258543802786	0.227480656276	0.286694746291	0.291985637052	0.270374834296	0.301578331111	0.317840288478
0.0	0.0	0.0	0.241835034008	0.0163663417677	0.24028151007	0.360439074645	0.357930559906	0.330892423483	0.314146884922	0.349519349264
0.0	0.0	0.0	0.0	0.242992609277	0.00848167291931	0.378002267567	0.32705316924	0.370210227094	0.348457973339	0.402781147847
0.0	0.0	0.0	0.0	0.0	0.241763292904	0.365052414464	0.374111873478	0.331354671564	0.325886545927	0.350218590632
0.0	0.0	0.0	0.0	0.0	0.0	0.372564198002	0.330417176013	0.37276134511	0.352166038066	0.403922729527
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.332084480277	0.311972820637	0.328826764142	0.341291813615
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.314460990086	0.331561703557	0.300472417152
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.352191390454	0.362837457284
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36074540177
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
