-1 1 MeanDecreaseAccuracy MeanDecreaseGini
2.667668 0.4440441 3.594917 1.005038 1.404214 0 1.62979 4.198269 2.504412
7.645678 9.96151 6.548283 6.995497 19.98138 4.701874 5.192772 17.28972 17.18249
0 0 0 0 0 0 0 0 0
0 1.005038 0 0 1.682344 0 1.005038 1.914679 0.1383988
0 0 0 0 -1.005038 0 0 -1.005038 0.06874688
2.408157 0.9094149 0.3330594 0 1.005038 1.249644 0.7025599 2.209124 1.537645
0.6913554 1.986058 1.408238 0 -1.005038 0 1.021525 2.063216 1.381851
1.247759 0.8850116 1.510859 0 3.408886 0 0.09504978 3.094663 3.316786
1.962803 -0.4118845 1.641285 0 2.85867 0 2.327076 4.143682 2.105805
5.14067 5.308267 4.519766 3.59598 4.484144 4.995381 3.716674 6.661909 7.609402
4.788547 4.402613 5.385732 4.385686 5.178114 4.87659 5.037923 7.555129 10.32663
4.617195 4.457768 3.899237 3.227339 4.493912 4.26827 4.22336 6.341033 6.398671
6.176115 4.773286 5.125109 3.43628 5.380392 7.151576 2.985344 8.708431 10.39954
7.431535 1.941 3.264277 1.707458 1.742381 1.005038 3.655158 7.710629 5.373232
3.812295 1.739485 2.427162 5.48052 1.761847 1.005038 3.330327 6.112702 4.873711
5.385561 3.717387 5.485871 7.586514 3.937919 2.155038 4.048564 8.490724 11.07047
5.32382 5.074347 4.596996 4.248228 4.682096 5.617436 4.510648 7.739279 8.5305
3.955947 2.036603 5.308151 1.149917 2.410529 1.005038 1.134302 5.934147 4.320565
11.93023 4.040042 12.89154 6.31282 3.765586 2.734673 8.795743 14.66358 20.10186
