path1	path2	strict1	strict2	cum1	cum2	Perm1	Perm2	Gini	Perm	Count

1.0	0.46787878787878784	0.47806060606060596	0.4533333333333333	0.4593939393939393	0.4698181818181817	0.46278787878787875	0.48848484848484836	0.5226666666666665	0.45042424242424217	0.5175757575757576
0.0	1.0	0.4763636363636363	0.4802424242424241	0.471030303030303	0.48363636363636353	0.4974545454545452	0.5204848484848484	0.5612121212121212	0.5095757575757576	0.543030303030303
0.0	0.0	1.0	0.6705454545454543	0.9638787878787877	0.6673939393939393	0.518060606060606	0.4911515151515152	0.614060606060606	0.5277575757575756	0.5684848484848486
0.0	0.0	0.0	1.0	0.6797575757575757	0.9716363636363634	0.5660606060606059	0.5112727272727272	0.6470303030303027	0.5229090909090908	0.5660606060606058
0.0	0.0	0.0	0.0	1.0	0.6770909090909091	0.5090909090909089	0.48678787878787877	0.6094545454545455	0.5190303030303027	0.5684848484848485
0.0	0.0	0.0	0.0	0.0	1.0	0.5553939393939393	0.5061818181818181	0.6463030303030303	0.5173333333333331	0.5578181818181818
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6399999999999999	0.6724848484848485	0.7553939393939393	0.6967272727272725
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6596363636363636	0.7202424242424244	0.6586666666666666
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6838787878787881	0.7243636363636361
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6967272727272729
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0

0.0	0.22262479605009244	0.26087833556809326	0.24288743628149562	0.2656067088446513	0.24922355828018455	0.25400739669497335	0.25813344261546306	0.27493399491708037	0.2603957996047375	0.23802061010683304
0.0	0.0	0.27418599787827763	0.2551524076857634	0.2859142923199201	0.2585315599556714	0.22792017677002557	0.19980758420808428	0.19887655080721145	0.24213570707929788	0.2215398153993149
0.0	0.0	0.0	0.22496773771351652	0.06820225956202909	0.22332207528879622	0.27100124525752545	0.27074012763641137	0.22931026855634065	0.26413075204933084	0.2414525982640239
0.0	0.0	0.0	0.0	0.21719764562155028	0.07403312489195099	0.21067210649600415	0.21837620969865457	0.17633160179749446	0.2280046074317381	0.21795274169527784
0.0	0.0	0.0	0.0	0.0	0.21705784564555636	0.2572125781848395	0.2700132704285658	0.2244656055630975	0.2588432557314353	0.2373530186530776
0.0	0.0	0.0	0.0	0.0	0.0	0.21343578806989572	0.22401377368121375	0.16758319891418225	0.22265699983965043	0.22357298929588904
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23991734113755178	0.15825476084358486	0.18350234133264845	0.18621732615947278
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18950754410989504	0.20834159983599582	0.19898526785361065
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16575224632726532	0.1679181225114448
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19829191641079555
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
