path1	path2	strict1	strict2	cum1	cum2	Perm1	Perm2	Gini	Perm	Count

1.0	0.200714285714	0.125	0.158571428571	0.125	0.161428571429	0.0485714285714	0.1	0.154285714286	0.162857142857	0.0971428571429
0.0	1.0	0.0935714285714	0.100714285714	0.0935714285714	0.0978571428571	0.118571428571	0.00142857142857	0.0735714285714	0.095	0.0535714285714
0.0	0.0	1.0	0.933571428571	1.0	0.927857142857	0.513571428571	0.307142857143	0.835714285714	0.344285714286	0.178571428571
0.0	0.0	0.0	1.0	0.933571428571	0.995714285714	0.487857142857	0.289285714286	0.802857142857	0.308571428571	0.161428571429
0.0	0.0	0.0	0.0	1.0	0.927857142857	0.513571428571	0.307142857143	0.835714285714	0.344285714286	0.178571428571
0.0	0.0	0.0	0.0	0.0	1.0	0.487142857143	0.286428571429	0.795714285714	0.300714285714	0.154285714286
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.242857142857	0.454285714286	0.395714285714	0.258571428571
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.295	0.0921428571429	0.132142857143
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.282857142857	0.210714285714
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0

0.0	0.435590731897	0.417612871215	0.424514128031	0.417612871215	0.412449131063	0.388860186825	0.298636356577	0.432154073054	0.459433990729	0.418027437826
0.0	0.0	0.380110751852	0.396971314442	0.380110751852	0.398005871149	0.412090241752	0.412431812546	0.353005318801	0.410860843417	0.465287381022
0.0	0.0	0.0	0.116059889536	0.0	0.136368722849	0.328018945446	0.430590482089	0.207634883625	0.321409523245	0.339642669371
0.0	0.0	0.0	0.0	0.116059889536	0.0209956263667	0.312707890034	0.41565353017	0.221571382518	0.320137087983	0.350672822687
0.0	0.0	0.0	0.0	0.0	0.136368722849	0.328018945446	0.430590482089	0.207634883625	0.321409523245	0.339642669371
0.0	0.0	0.0	0.0	0.0	0.0	0.312720126553	0.416036325926	0.231018154601	0.316557535796	0.351994318136
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.386639102935	0.365825875832	0.363854086027	0.352075478921
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.399030074055	0.389799137181	0.35951001235
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.356631061863	0.334820238093
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.363654916039
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
